"Intake Date","Found Location","Intake Condition","Animal ID","Animal Type","Sex","Spayed/Neutered?","Name","Days Old","Description"
" 6/3/12","E. 7TH AUSTIN, TX","NORMAL","A628994","KITTEN","MALE","NO",,46,"Flame Pt Siamese"
" 6/3/12","8804 AIRLINE, 78719 AUSTIN, TX","FERAL","A628995","CAT","UNKNOWN","UNKNOWN",,366,"Black Domestic SH"
" 6/3/12","E. 7TH AUSTIN, TX","NORMAL","A628996","KITTEN","MALE","NO",,46,"Choc Pt Snowshoe"
" 6/3/12","8808 MIRIDIAN OAK LN AUSTIN, TX","NORMAL","A628997","CAT","FEMALE","NO","ACACIA",731,"Blue Tabby Domestic SH"
" 6/3/12","8808 MIRIDIAN OAK LN AUSTIN, TX","NORMAL","A628998","KITTEN","MALE","NO",,15,"Blue Tabby Domestic SH"
" 6/3/12","8808 MIRIDIAN OAK LN AUSTIN, TX","NORMAL","A628999","KITTEN","FEMALE","NO",,15,"Calico Domestic SH"
" 6/3/12","8808 MIRIDIAN OAK LN AUSTIN, TX","NORMAL","A629000","KITTEN","MALE","NO",,15,"Black Domestic SH"
" 6/3/12","8808 MIRIDIAN OAK LN AUSTIN, TX","NORMAL","A629001","KITTEN","FEMALE","NO",,15,"Black Domestic SH"
" 6/3/12","8808 MIRIDIAN OAK LN AUSTIN, TX","NORMAL","A629002","KITTEN","FEMALE","NO",,15,"Black Domestic SH"
" 6/3/12","8808 MIRIDIAN OAK LN AUSTIN, TX","NORMAL","A629003","KITTEN","MALE","NO",,22,"Black Domestic SH"
" 6/3/12","8808 MIRIDIAN OAK LN AUSTIN, TX","NORMAL","A629004","KITTEN","MALE","NO",,22,"Black Domestic SH"
" 6/3/12","8808 MIRIDIAN OAK LN AUSTIN, TX","NORMAL","A629005","KITTEN","FEMALE","NO",,22,"Calico Domestic SH"
" 6/3/12","8808 MIRIDIAN OAK LN AUSTIN, TX","NORMAL","A629006","KITTEN","MALE","NO",,22,"Brn Tabby Domestic SH"
" 6/3/12","8808 MIRIDIAN OAK LN AUSTIN, TX","NORMAL","A629007","KITTEN","MALE","NO",,22,"Blue Tabby Domestic SH"
" 6/3/12","10600 SLAUGHER CREEK DR AUSTIN, TX","AGED","A629008","CAT","FEMALE","NO",,"6,210.00","Calico Domestic SH"
" 6/3/12","8808 MIRIDEAN OAK LN AUSTIN, TX","NORMAL","A629009","KITTEN","MALE","NO",,22,"Blue Domestic SH"
" 6/3/12","8808 MIRIDEAN OAK LN AUSTIN, TX","NORMAL","A629010","KITTEN","FEMALE","NO",,22,"Torbie Domestic SH"
" 6/3/12","8808 MIRIDEAN OAK LN AUSTIN, TX","NORMAL","A629011","KITTEN","MALE","NO",,22,"Black Domestic SH"
" 6/3/12","8808 MIRIDEAN OAK LN AUSTIN, TX","NORMAL","A629012","KITTEN","MALE","NO",,22,"Blue Domestic SH"
" 6/3/12","8808 MIRIDEAN OAK LN AUSTIN, TX","NORMAL","A629013","KITTEN","FEMALE","NO",,22,"Blue Cream Domestic SH"
" 6/4/12","BROUGHT TO SEC BY GOOD SAM AUSTIN, TX","INJURED","A616982","DOG","FEMALE","YES","CHALUPA","1,250.00","White Rat Terrier"
" 6/4/12","80 WALLER ST AUSTIN, TX","NORMAL","A621366","DOG","MALE","YES","KING",822,"Fawn Pit Bull"
" 6/4/12","AUSTIN, TX","NORMAL","A621681","DOG","FEMALE","YES","BELLA",207,"Black Germ Shepherd"
" 6/4/12","3200 NEAL ST. AUSTIN, TX","NORMAL","A624658","DOG","MALE","YES","FONZIE",597,"Black Pit Bull"
" 6/4/12","LAMAR/RUNBERG AUSTIN, TX","NORMAL","A629019","DOG","MALE","YES",,"2,922.00","Black Amer Foxhound"
" 6/4/12","7802 WYNNE AUSTIN, TX","NORMAL","A629020","DOG","MALE","NO","TOMMY",366,"Blue Merle Aust Cattle Dog"
" 6/4/12","MELLOW HOLLOW AUSTIN, TX","NORMAL","A629022","DOG","MALE","NO","ROSCOE",366,"White Old Eng Bulldog"
" 6/4/12","11017 JORDAN LN AUSTIN, TX","SICK","A629023","KITTEN","FEMALE","NO","KIWI",31,"Tortie Pt Siamese"
" 6/4/12","6708 BETHUNE AUSTIN, TX","SICK","A629026","KITTEN","UNKNOWN","UNKNOWN",,7,"White Domestic SH"
" 6/4/12","6708 BETHUNE AUSTIN, TX","SICK","A629027","KITTEN","UNKNOWN","UNKNOWN",,7,"Black Domestic SH"
" 6/4/12","9404 CARSON CREEK AUSTIN, TX","NORMAL","A629028","DOG","MALE","NO","ENZO",167,"Blue Tick Queensland Heel"
" 6/4/12","CALDWELL LN & HWY 71 AUSTIN, TX","NORMAL","A629033","DOG","FEMALE","NO","TESS",121,"Black Border Collie"
" 6/4/12","I35 OUT OF JURIS, TX","NURSING","A629037","KITTEN","UNKNOWN","UNKNOWN",,15,"Brn Tabby Domestic SH"
" 6/4/12","WILLIAM CANNON DR & BLUFF SPRINGS AUSTIN, TX","NURSING","A629038","PUPPY","FEMALE","NO",,22,"Fawn Pit Bull"
" 6/4/12","SPRINGDALE AND 7TH ST AUSTIN, TX","NORMAL","A629039","DOG","FEMALE","NO",,152,"Fawn Anatol Shepherd"
" 6/4/12","WILLIAM CANNON DR & BLUFF SPRINGS AUSTIN, TX","NURSING","A629040","PUPPY","FEMALE","NO",,22,"White Pit Bull"
" 6/4/12","WILLIAM CANNON DR & BLUFF SPRINGS AUSTIN, TX","NURSING","A629041","PUPPY","FEMALE","NO",,22,"Blue Pit Bull"
" 6/4/12","WILLIAM CANNON DR & BLUFF SPRINGS AUSTIN, TX","NURSING","A629042","PUPPY","FEMALE","NO",,22,"Br Brindle Pit Bull"
" 6/4/12","WILLIAM CANNON DR & BLUFF SPRINGS AUSTIN, TX","NURSING","A629043","PUPPY","FEMALE","NO",,22,"Blue Pit Bull"
" 6/4/12","WILLIAM CANNON DR & BLUFF SPRINGS AUSTIN, TX","NURSING","A629044","PUPPY","MALE","NO",,22,"White Pit Bull"
" 6/4/12","WILLIAM CANNON DR & BLUFF SPRINGS AUSTIN, TX","NURSING","A629045","PUPPY","MALE","NO",,22,"Tan Pit Bull"
" 6/4/12","WILLIAM CANNON DR & BLUFF SPRINGS AUSTIN, TX","NURSING","A629046","PUPPY","MALE","NO",,22,"White Pit Bull"
" 6/4/12","WILLIAM CANNON DR & BLUFF SPRINGS AUSTIN, TX","NURSING","A629047","PUPPY","MALE","NO",,22,"White Pit Bull"
" 6/4/12","2710 EASTSIDE AUSTIN, TX","NORMAL","A629048","CAT","MALE","YES","GATO","1,827.00","Org Tabby Manx"
" 6/4/12","1904 WILLOW CREEK DR AUSTIN, TX","NORMAL","A629050","DOG","MALE","NO","TYCHO",305,"Black Min Pinscher"
" 6/4/12","930 JEREMIAH LN AUSTIN, TX","NORMAL","A629051","KITTEN","FEMALE","NO",,22,"Black Domestic SH"
" 6/4/12","930 JEREMIAH LN AUSTIN, TX","NORMAL","A629052","KITTEN","MALE","NO",,22,"Black Domestic SH"
" 6/4/12","930 JEREMIAH LN AUSTIN, TX","NORMAL","A629053","KITTEN","MALE","NO",,22,"Brown Domestic SH"
" 6/4/12","930 JEREMIAH LN AUSTIN, TX","NORMAL","A629054","KITTEN","MALE","NO",,22,"Brown Domestic SH"
" 6/4/12","10140 DOYLE DEL VALLE, TX","NORMAL","A629055","KITTEN","MALE","NO","MARVIN",83,"Blue Tabby Domestic SH"
" 6/4/12","BLUFF SPRINGS AUSTIN, TX","NORMAL","A629056","DOG","MALE","NO","TOBY",152,"Brown Chihuahua Sh"
" 6/4/12","9409 HANSFORD AUSTIN, TX","NORMAL","A629059","KITTEN","MALE","NO",,31,"Org Tabby Domestic SH"
" 6/4/12","9409 HANSFORD AUSTIN, TX","NORMAL","A629060","KITTEN","MALE","NO",,31,"Org Tabby Domestic SH"
" 6/4/12","9409 HANSFORD AUSTIN, TX","NORMAL","A629061","KITTEN","MALE","NO",,31,"White Domestic SH"
" 6/4/12","9409 HANSFORD AUSTIN, TX","NORMAL","A629062","KITTEN","MALE","NO",,31,"White Domestic SH"
" 6/4/12","8804 AIRLINE AUSTIN, TX","NORMAL","A629063","KITTEN","FEMALE","NO",,31,"Brn Tabby Domestic SH"
" 6/4/12","8804 AIRLINE AUSTIN, TX","NORMAL","A629064","KITTEN","MALE","NO",,31,"Blue Tabby Domestic SH"
" 6/4/12","SOUTH LAMAR AUSTIN, TX","NORMAL","A629065","KITTEN","MALE","NO",,15,"Lilac Pt Siamese"
" 6/4/12","SOUTH LAMAR AUSTIN, TX","NORMAL","A629066","KITTEN","FEMALE","NO",,15,"Brn Tabby Domestic SH"
" 6/4/12","4106 N LAMAR AUSTIN, TX","NORMAL","A629067","KITTEN","MALE","NO","MIKE",91,"Org Tabby Domestic SH"
" 6/4/12","10926 JOLLYVILLE RD AUSTIN, TX","NORMAL","A629068","KITTEN","FEMALE","NO","PENNY",46,"Tortie Domestic SH"
" 6/4/12","ARABIAN TRAIL AUSTIN, TX","NORMAL","A629069","CAT","MALE","YES","MAX","3,288.00","Org Tabby Domestic SH"
" 6/4/12","2101 CONCHO 78722 AUSTIN, TX","NORMAL","A629072","CAT","FEMALE","NO",,731,"Black Domestic SH"
" 6/4/12","50TH AND AVE H AUSTIN, TX","NORMAL","A629078","CAT","UNKNOWN","UNKNOWN",,"1,096.00","Org Tabby Domestic SH"
" 6/4/12","1716 EAST 3RD ST AUSTIN, TX","NORMAL","A629079","KITTEN","FEMALE","NO",,31,"Black Domestic SH"
" 6/4/12","1156 CESAR CHAVEZ AUSTIN, TX","NORMAL","A629080","KITTEN","FEMALE","NO","MOUSE",46,"Torbie Domestic SH"
" 6/4/12","12700 SHEMYA CV AUSTIN, TX","NORMAL","A629081","CAT","MALE","YES","TUCKER","1,096.00","Brn Tabby Maine Coon"
" 6/4/12","CESAR CHAVEZ AUSTIN, TX","NORMAL","A629083","DOG","MALE","NO",,548,"Black Eng Sprngr Span"
" 6/5/12","12204 FERRYSTONE CV DEL VALLE, TX","NORMAL","A586636","DOG","FEMALE","YES","BAMBI",904,"Tan Chihuahua Sh"
" 6/5/12","12034 RESEARCH AUSTIN, TX","INJURED","A618524","DOG","FEMALE","YES","STORMY",548,"Black Germ Shepherd"
" 6/5/12","RIVERSIDE/ I35 AUSTIN, TX","NORMAL","A623812","DOG","MALE","YES","DRO","1,155.00","Tan Pit Bull"
" 6/5/12","E. STASSNEY AND JACARANDA AUSTIN, TX","NORMAL","A629091","DOG","FEMALE","NO","DAMA",241,"Black Dachshund"
" 6/5/12","E. STASSNEY AND JACARANDA AUSTIN, TX","NORMAL","A629092","DOG","FEMALE","YES","PRECIOUS","1,826.00","Tan Pit Bull"
" 6/5/12","EAST 51ST/SPRINGDALE/HWY 183 AUSTIN, TX","SICK","A629105","DOG","FEMALE","NO",,"4,383.00","White Maltese"
" 6/5/12","RUNDBERG AUSTIN, TX","NORMAL","A629107","PUPPY","FEMALE","NO",,46,"White Aust Shepherd"
" 6/5/12","SPRINGDALE @ BREEDS HILL TRAVIS, TX","NORMAL","A629108","DOG","FEMALE","NO","DREW",167,"Chocolate Germ Shepherd"
" 6/5/12","SPRINGDALE @ BREEDS HILL TRAVIS, TX","NORMAL","A629109","DOG","MALE","NO","HARDY BOY",167,"Tan Germ Shepherd"
" 6/5/12","6813 PORTER ST AUSTIN, TX","SICK","A629116","PUPPY","MALE","NO",,61,"Brown Chihuahua Lh"
" 6/5/12","3413 BUCK RACE AUSTIN, TX","NORMAL","A629117","CAT","MALE","NO",,"1,827.00","Brn Tabby Domestic MH"
" 6/5/12","DEL VALLE, TX","NORMAL","A629118","KITTEN","FEMALE","NO","TINY",22,"Blue Tabby Domestic SH"
" 6/5/12","4106 N LAMAR AUSTIN, TX","NORMAL","A629120","DOG","FEMALE","NO","KIMMIE",183,"White Pit Bull"
" 6/5/12","JEREMIAH LN AUSTIN, TX","SICK","A629128","KITTEN","FEMALE","NO",,22,"White Domestic SH"
" 6/5/12","SEVILLE DR AUSTIN, TX","SICK","A629130","KITTEN","MALE","NO",,22,"Brn Tabby Domestic Lh"
" 6/5/12","N LAMAR/ N LOOP AUSTIN, TX","NORMAL","A629131","KITTEN","MALE","NO","MUNCHKIN",31,"Brn Tabby Domestic SH"
" 6/5/12","6536 MARBLE CREEK LOOP ,AUSTIN TX 78747 AUSTIN, TX","NURSING","A629137","CAT","FEMALE","NO","SWEETNESS",731,"Torbie Domestic SH"
" 6/5/12","6536 MARBLE CREEK LOOP ,AUSTIN TX 78747 AUSTIN, TX","NURSING","A629138","KITTEN","MALE","NO",,0,"Org Tabby Domestic SH"
" 6/5/12","6536 MARBLE CREEK LOOP ,AUSTIN TX 78747 AUSTIN, TX","NURSING","A629139","KITTEN","MALE","NO",,0,"Black Domestic SH"
" 6/5/12","SOUTHPORT AUSTIN, TX","NORMAL","A629141","KITTEN","FEMALE","NO",,31,"Brn Tabby Domestic SH"
" 6/5/12","SOUTHPORT AUSTIN, TX","NORMAL","A629142","KITTEN","FEMALE","NO",,31,"Black Domestic SH"
" 6/5/12","SOUTHPORT AUSTIN, TX","NORMAL","A629143","KITTEN","FEMALE","NO",,31,"Blue Tabby Domestic SH"
" 6/5/12","8804 AIRLINE AUSTIN, TX","NORMAL","A629144","CAT","UNKNOWN","UNKNOWN",,213,"Blue Domestic SH"
" 6/5/12","13409 ABRAHAMSON DR TRAVIS, TX","NORMAL","A629145","CAT","MALE","NO","ALVIN",731,"Brn Tabby Domestic SH"
" 6/5/12","LURA LN JONESTOWN, TX","NORMAL","A629147","DOG","UNKNOWN","UNKNOWN",,183,"Black Germ Shepherd"
" 6/5/12","AUSTIN, TX","NORMAL","A629148","CAT","MALE","NO","CASSIUS","1,461.00","Black Domestic SH"
" 6/5/12","13002 POWDERHORN ST AUSTIN, TX","NORMAL","A629150","CAT","FEMALE","YES","EMILY","1,827.00","Torbie Domestic SH"
" 6/5/12","HWY 21 TRAVIS, TX","NORMAL","A629152","DOG","MALE","NO","SKIPPY",136,"Brown Jack Russ Terr"
" 6/5/12","TERI RD AUSTIN, TX","NORMAL","A629153","DOG","MALE","YES","MAMBO",548,"Red Pit Bull"
" 6/6/12","METRIC AUSTIN, TX","NORMAL","A560536","DOG","FEMALE","NO","BEAUTY","2,023.00","Br Brindle Pit Bull"
" 6/6/12","7000 DECKER LN. AUSTIN, TX","NORMAL","A584516","DOG","MALE","YES","SCOOBY","1,346.00","Black Pit Bull"
" 6/6/12","TERI RD AUSTIN, TX","NORMAL","A629155","PUPPY","MALE","NO",,46,"Brown Aust Shepherd"
" 6/6/12","11900 GARDEN GROVE DR TRAVIS, TX","NORMAL","A629162","DOG","FEMALE","NO","BUFFY",305,"Tan American Staff"
" 6/6/12","1131 OMEGA AVE AUSTIN, TX","NORMAL","A629166","DOG","FEMALE","NO","OMEGA","2,919.00","Tan Chihuahua Sh"
" 6/6/12","12509 PALOMA BLACA WAY DEL VALLE, TX","NORMAL","A629173","DOG","MALE","NO","MARSHALL",121,"Black Labrador Retr"
" 6/6/12","7900 WAYNNE LN AUSTIN, TX","NORMAL","A629175","DOG","FEMALE","NO","TINA",305,"Brown Labrador Retr"
" 6/6/12","MONTANA/FRONTEIR VALLEY AUSTIN, TX","NORMAL","A629181","DOG","FEMALE","YES","CHINA",366,"White Pit Bull"
" 6/6/12","12313 KNOLL RIDGE AUSTIN, TX","NORMAL","A629182","DOG","FEMALE","YES","KALI","2,739.00","Red Irish Terrier"
" 6/6/12","12403 MELLOW MEADOW AUSTIN, TX","SICK","A629183","CAT","UNKNOWN","UNKNOWN",,274,"Gray Tabby Domestic SH"
" 6/6/12","9617 GREAT HILLS AUSTIN, TX","NORMAL","A629186","DOG","FEMALE","YES","KINSEY",152,"Black Labrador Retr"
" 6/6/12","183 SOUTH TRAVIS, TX","NORMAL","A629197","KITTEN","MALE","NO","MIKAIL",83,"Blue Domestic SH"
" 6/6/12","9507A NIGHT STAR AUSTIN, TX","NORMAL","A629202","DOG","FEMALE","NO","THELMA",244,"Chocolate Pit Bull"
" 6/6/12","9507A NIGHT STAR AUSTIN, TX","NORMAL","A629203","DOG","FEMALE","NO","LOUISE",731,"Tan Chihuahua Sh"
" 6/6/12","PARMER AND MOPAC AUSTIN, TX","NORMAL","A629204","DOG","MALE","NO","MARTIN","1,096.00","Black Border Collie"
" 6/6/12","600 CENTER RIDGE DR AUSTIN, TX","NORMAL","A629205","KITTEN","MALE","NO",,107,"Blue Domestic SH"
" 6/6/12","600 CENTER RIDGE DR AUSTIN, TX","NORMAL","A629206","CAT","FEMALE","NO",,366,"White Domestic SH"
" 6/6/12","PLEASANT VALLEY/WILLIAM CANNON AUSTIN, TX","NORMAL","A629207","DOG","MALE","NO","ROYCE","2,192.00","Black Rottweiler"
" 6/6/12","9620 BECK CIR AUSTIN, TX","NORMAL","A629208","DOG","MALE","YES","LIGHTNING","2,557.00","Red Wh Pt Griffon"
" 6/6/12","PERRY RD AUSTIN, TX","SICK","A629209","KITTEN","FEMALE","NO",,31,"Blue Domestic SH"
" 6/6/12","CORTA ST AUSTIN, TX","INJURED","A629211","KITTEN","MALE","NO","IKE",31,"Brn Tabby Domestic MH"
" 6/6/12","1001 MANSELL AUSTIN, TX","NORMAL","A629213","CAT","MALE","YES",,731,"Blue Domestic SH"
" 6/6/12","2222 & MOPAC AUSTIN, TX","NORMAL","A629215","CAT","MALE","NO","CLAUDE",517,"Brn Tabby Domestic SH"
" 6/6/12","8008 TAZA TRAIL AUSTIN, TX","NORMAL","A629216","CAT","FEMALE","NO","TANIA","1,461.00","Brn Tabby Domestic SH"
" 6/6/12","AUSTIN, TX","NORMAL","A629217","KITTEN","MALE","NO","LEONARD",76,"Black Domestic MH"
" 6/6/12","AUSTIN, TX","NORMAL","A629218","KITTEN","FEMALE","NO","PENNY",76,"Black Domestic MH"
" 6/6/12","AUSTIN, TX","NORMAL","A629219","KITTEN","MALE","NO","HOWARD",76,"Black Domestic MH"
" 6/6/12","AUSTIN, TX","NORMAL","A629220","KITTEN","MALE","NO","SHELDON",76,"Black Domestic MH"
" 6/6/12","10802 MARBLE RD AUSTIN, TX","NORMAL","A629221","KITTEN","FEMALE","NO",,53,"Black Domestic SH"
" 6/6/12","GLISSMAN & MANSELL AUSTIN, TX","NORMAL","A629222","CAT","FEMALE","NO",,731,"Torbie Domestic SH"
" 6/6/12","AUSTIN, TX","NORMAL","A629223","KITTEN","UNKNOWN","UNKNOWN","PAT",76,"Black Domestic SH"
" 6/6/12","TRINITY AUSTIN, TX","NORMAL","A629224","DOG","FEMALE","NO","JUNO","1,096.00","White Pit Bull"
" 6/6/12","AUSTIN, TX","NORMAL","A629231","CAT","FEMALE","NO","MIMI",366,"Black Domestic MH"
" 6/7/12","1016 HERMITAGE AUSTIN, TX","NORMAL","A608580","DOG","MALE","YES","BUSTER",590,"Tan Catahoula"
" 6/7/12","7201 LEVANDER LOOP AUSTIN, TX","NORMAL","A608991","DOG","FEMALE","NO",,584,"Black Labrador Retr"
" 6/7/12","BOLIVIA DR AUSTIN, TX","NORMAL","A612297","DOG","MALE","YES","JESTER",402,"Black Border Collie"
" 6/7/12","101 E FAWNRIDGE AUSTIN, TX","NORMAL","A620251","DOG","FEMALE","YES","DUTCHESS","1,208.00","Brown Germ Shepherd"
" 6/7/12","2715 FRANCISCO ST AUSTIN, TX","NORMAL","A629212","DOG","MALE","YES","SPOT","1,828.00","White Amer Bulldog"
" 6/7/12","AUSTIN, TX","NORMAL","A629232","DOG","FEMALE","NO","SIERRA",366,"Brown Pit Bull"
" 6/7/12","KENNEDY TX OUT OF JURIS, TX","NORMAL","A629234","DOG","MALE","NO","BUSTER",121,"Brown Dachshund"
" 6/7/12","182/BURNET RD AUSTIN, TX","NORMAL","A629239","PUPPY","MALE","NO",,70,"Tricolor Basenji"
" 6/7/12","5703 AVENUE G AUSTIN, TX","NORMAL","A629242","DOG","MALE","YES","FINLEY","4,383.00","Tricolor Beagle"
" 6/7/12","1001 MANSELL AUSTIN, TX","NORMAL","A629243","CAT","FEMALE","NO",,366,"Tortie Domestic SH"
" 6/7/12","1001 MANSELL AUSTIN, TX","NORMAL","A629244","CAT","UNKNOWN","UNKNOWN",,366,"Black Domestic SH"
" 6/7/12","3001 E. CESAR CHAVEZ AUSTIN, TX","NORMAL","A629245","DOG","MALE","NO","ADDISON","2,192.00","Black Shih Tzu"
" 6/7/12","THE DOMAIN, ROGERS RD AUSTIN, TX","INJURED","A629248","CAT","FEMALE","NO",,"2,190.00","Tortie Pt Siamese"
" 6/7/12","14100 THERMAL DR AUSTIN, TX","NORMAL","A629250","PUPPY","MALE","NO",,61,"Black Schnauzer Giant"
" 6/7/12","ZILKER PARK AUSTIN, TX","NORMAL","A629257","DOG","MALE","YES","GUNTHER",731,"Chocolate Labrador Retr"
" 6/7/12","5510 KEYVIEW DR AUSTIN, TX","NURSING","A629258","CAT","FEMALE","NO","WILLOW",548,"White Domestic SH"
" 6/7/12","5510 KEYVIEW DR AUSTIN, TX","NURSING","A629259","KITTEN","MALE","NO",,15,"White Domestic SH"
" 6/7/12","5510 KEYVIEW DR AUSTIN, TX","NURSING","A629260","KITTEN","FEMALE","NO",,15,"Brn Tabby Domestic SH"
" 6/7/12","5510 KEYVIEW DR AUSTIN, TX","NURSING","A629261","KITTEN","FEMALE","NO",,15,"Brn Tabby Domestic SH"
" 6/7/12","5510 KEYVIEW DR AUSTIN, TX","NURSING","A629262","KITTEN","FEMALE","NO",,15,"White Domestic SH"
" 6/7/12","1616 ROYAL CREST DR AUSTIN, TX","NORMAL","A629267","DOG","FEMALE","NO","BRIGIT",366,"Black Boxer"
" 6/7/12","1301 WEST OLTORF AUSTIN, TX","NURSING","A629270","CAT","FEMALE","NO",,"1,096.00","Calico Domestic SH"
" 6/7/12","5412 CADILLAC 78724 AUSTIN, TX","NORMAL","A629271","DOG","MALE","YES","TEDDY",305,"Yellow Labrador Retr"
" 6/7/12","1301 WEST OLTORF AUSTIN, TX","NURSING","A629272","KITTEN","FEMALE","NO",,31,"Calico Domestic SH"
" 6/7/12","1301 WEST OLTORF AUSTIN, TX","NURSING","A629273","KITTEN","FEMALE","NO",,31,"Tortie Domestic SH"
" 6/7/12","1301 WEST OLTORF AUSTIN, TX","NURSING","A629274","KITTEN","MALE","NO",,31,"Black Domestic SH"
" 6/7/12","1301 WEST OLTORF AUSTIN, TX","NURSING","A629275","KITTEN","FEMALE","NO",,31,"Black Domestic SH"
" 6/7/12","10452 DOC HOLIDAY TRL AUSTIN, TX","NORMAL","A629276","DOG","MALE","NO","SKIPPER",162,"White Border Collie"
" 6/7/12","WILLOW CREEK AND ANKEN DR AUSTIN, TX","NORMAL","A629278","DOG","FEMALE","NO",,"3,653.00","Black Pug"
" 6/7/12","MCKINNEY FALLS PARKWAY AND COLORADO CROSSINGS AUSTIN, TX","NORMAL","A629279","DOG","MALE","NO",,162,"White Great Pyrenees"
" 6/7/12","AUSTIN, TX","NORMAL","A629280","KITTEN","MALE","NO",,61,"White Domestic SH"
" 6/7/12","AUSTIN, TX","NORMAL","A629281","KITTEN","MALE","NO",,61,"White Domestic SH"
" 6/7/12","AUSTIN, TX","NORMAL","A629282","KITTEN","MALE","NO",,61,"White Domestic SH"
" 6/7/12","AUSTIN, TX","NORMAL","A629283","KITTEN","MALE","NO",,61,"White Domestic SH"
" 6/7/12","AUSTIN, TX","NORMAL","A629285","KITTEN","FEMALE","NO",,92,"Brn Tabby Domestic SH"
" 6/7/12","AUSTIN, TX","NORMAL","A629286","KITTEN","FEMALE","NO",,92,"Blue Tabby Domestic SH"
" 6/7/12","SLAUGHTER AND MACHACA AUSTIN, TX","NORMAL","A629287","KITTEN","FEMALE","NO","CALLIE",46,"Calico Domestic SH"
" 6/7/12","13425 N FM 620 AUSTIN, TX","NORMAL","A629294","KITTEN","FEMALE","NO",,31,"Crm Tabby Domestic SH"
" 6/7/12","13425 N FM 620 AUSTIN, TX","NORMAL","A629297","KITTEN","FEMALE","NO",,31,"Crm Tabby Domestic SH"
" 6/7/12","13425 N FM 620 AUSTIN, TX","NORMAL","A629298","KITTEN","MALE","NO",,31,"Org Tabby Domestic SH"
" 6/7/12","13425 N FM 620 AUSTIN, TX","NORMAL","A629299","KITTEN","MALE","NO",,31,"Org Tabby Domestic SH"
" 6/7/12","13425 N FM 620 AUSTIN, TX","NORMAL","A629300","KITTEN","MALE","NO",,31,"Org Tabby Domestic SH"
" 6/7/12","1709 E SH 71 AUSTIN, TX","NORMAL","A629305","DOG","MALE","NO","HARLEY",366,"Brown Pit Bull"
" 6/8/12","ELIZABETH AND S FIRST AUSTIN, TX","NORMAL","A524529","DOG","FEMALE","YES","SADIE","3,427.00","Red Pit Bull"
" 6/8/12","8507 KROMER ST AUSTIN, TX","NORMAL","A528321","DOG","FEMALE","YES","KUMA","1,498.00","White Akita"
" 6/8/12","4434 FRONTIER VALLEY AUSTIN, TX","NORMAL","A629307","KITTEN","MALE","NO","FELIX",61,"Blue Tabby Domestic SH"
" 6/8/12","4434 FRONTIER VALLEY AUSTIN, TX","NORMAL","A629308","DOG","MALE","NO","CHANCHO",366,"Tan Pug"
" 6/8/12","4434 FRONTIER VALLEY AUSTIN, TX","NORMAL","A629309","DOG","FEMALE","NO","SABRINA",731,"Brown Norwich Terrier"
" 6/8/12","100 BLOCK S. LEXINGTON AUSTIN, TX","NORMAL","A629318","DOG","MALE","YES",,"1,096.00","Red Dachshund Lh"
" 6/8/12","2414 VENTURA AUSTIN, TX","INJURED","A629319","DOG","MALE","NO",,731,"Tan Chihuahua Sh"
" 6/8/12","1601 MONTOPOLIS AUSTIN, TX","NORMAL","A629320","DOG","FEMALE","NO",,"1,096.00","Gray Schnauzer Min"
" 6/8/12","5514 WOODVIEW AUSTIN, TX","NORMAL","A629321","KITTEN","FEMALE","NO",,31,"Tortie Domestic MH"
" 6/8/12","3607 MANOR RD AUSTIN, TX","NORMAL","A629322","DOG","MALE","YES","NIETZSHE","5,114.00","Black Labrador Retr"
" 6/8/12","SLAUGHTER AND S 1ST ST AUSTIN, TX","NORMAL","A629327","KITTEN","FEMALE","NO",,53,"Black Domestic SH"
" 6/8/12","SLAUGHTER AND S 1ST ST AUSTIN, TX","NORMAL","A629328","KITTEN","FEMALE","NO",,53,"Black Domestic SH"
" 6/8/12","SLAUGHTER AND S 1ST ST AUSTIN, TX","NORMAL","A629329","KITTEN","FEMALE","NO",,53,"Black Domestic SH"
" 6/8/12","SLAUGHTER AND S 1ST ST AUSTIN, TX","NORMAL","A629330","KITTEN","MALE","NO",,53,"Black Domestic SH"
" 6/8/12","SLAUGHTER AND S 1ST ST AUSTIN, TX","NORMAL","A629331","KITTEN","FEMALE","NO",,53,"Black Domestic SH"
" 6/8/12","I-35 AND 51ST ST AUSTIN, TX","NORMAL","A629332","KITTEN","FEMALE","NO",,22,"Brn Tabby Domestic SH"
" 6/8/12","I-35 AND 51ST ST AUSTIN, TX","NORMAL","A629333","KITTEN","MALE","NO",,22,"Brn Tabby Domestic SH"
" 6/8/12","I-35 AND 51ST ST AUSTIN, TX","NORMAL","A629334","KITTEN","FEMALE","NO",,22,"Brn Tabby Domestic SH"
" 6/8/12","I-35 AND 51ST ST AUSTIN, TX","NORMAL","A629335","KITTEN","MALE","NO",,22,"Blue Domestic SH"
" 6/8/12","12816 WITHERS WAY AUSTIN, TX","NORMAL","A629337","CAT","MALE","NO",,"1,461.00","Blue Domestic SH"
" 6/8/12","1109 SPEER LANE, 78756 AUSTIN, TX","NORMAL","A629338","CAT","FEMALE","NO",,366,"Black Domestic SH"
" 6/8/12","1109 SPEER LANE, 78756 AUSTIN, TX","NORMAL","A629339","KITTEN","MALE","NO",,22,"Blk Smoke Domestic SH"
